/M0/D X,/M0/D Y
0,3.301683606420427e-15
9.917890024224408e-13,5.620913517148902e-09
1.733148387335177e-12,5.280884842157443e-09
3.215867157160651e-12,4.573389436206738e-09
6.181304696811597e-12,3.369823247972359e-09
1.211217977611349e-11,1.640041180699054e-09
1.893855424463774e-11,4.467906344318414e-10
2.584192342195773e-11,-1.949590580728293e-10
3.338449288150702e-11,-5.162212374792083e-10
4.180391198016988e-11,-6.27083185643503e-10
5.152881023794953e-11,-6.07552422682718e-10
6.318003858664546e-11,-5.139829932061481e-10
7.766045637026164e-11,-3.884035243739143e-10
9.663646596734059e-11,-2.606004968949396e-10
1.241362861480273e-10,-1.463061785872014e-10
1.685099104654167e-10,-5.452601517358463e-11
2.193291733108254e-10,-1.094809601200873e-11
2.705099404845984e-10,-6.826328302559808e-12
3.255739259445505e-10,-9.383135467090759e-11
3.575555675973362e-10,-3.284558283625775e-10
3.898610239431947e-10,-8.702698018953422e-10
4.142612576912985e-10,-1.584243452348822e-09
4.331707825037564e-10,-2.306063362209695e-09
4.496521941927266e-10,-2.977309491902704e-09
4.673014451870265e-10,-3.59951042704694e-09
4.8703468468229e-10,-4.567195311770383e-09
5.049975311000087e-10,-5.466275249307365e-09
5.231231674286058e-10,-6.616171275629718e-09
5.401584963116267e-10,-8.181471717661446e-09
5.54073164567971e-10,-9.925623029341444e-09
5.663206914960514e-10,-1.122401420585168e-08
5.809989962664505e-10,-1.206768209440501e-08
5.932711802970709e-10,-1.248011069821349e-08
6.057092591102865e-10,-1.294324701286079e-08
6.234590676418315e-10,-1.364660882493163e-08
6.526279443918618e-10,-1.517062851338645e-08
6.665809994892501e-10,-1.640742239848484e-08
6.804567527080015e-10,-1.803008612658502e-08
6.933401836246848e-10,-1.990963616029942e-08
7.047260659440507e-10,-2.188215130562244e-08
7.154195818312737e-10,-2.388815114824632e-08
7.254428932898454e-10,-2.558967743727461e-08
7.348371468174771e-10,-2.633429823786388e-08
7.437762602705925e-10,-2.491517213983268e-08
7.522716324285551e-10,-1.929981495262294e-08
7.58691720297153e-10,-1.001660239715835e-08
7.638374716393091e-10,1.870849312196809e-09
7.683374948199374e-10,1.617633897638986e-08
7.724381742798242e-10,3.290827232892337e-08
7.763018663612493e-10,5.236375002970204e-08
7.800001197906802e-10,7.475897629058566e-08
7.835612584650472e-10,1.001726827055804e-07
7.870080099428717e-10,1.286700915157874e-07
7.903598706465833e-10,1.603198593262758e-07
7.936330336703298e-10,1.952032512412981e-07
7.968391632546901e-10,2.334065593184575e-07
7.999839322879104e-10,2.749963700380108e-07
8.030677583875068e-10,3.149926909045282e-07
8.067459733335656e-10,3.733510652180937e-07
8.094171305987582e-10,4.234474996132911e-07
8.118218476721304e-10,4.716337720103138e-07
8.144451673410633e-10,5.294006909319333e-07
8.169486173135504e-10,5.904338758897783e-07
8.193564937814816e-10,6.556434870111249e-07
8.216660013585725e-10,7.253791625230156e-07
8.238547540708532e-10,7.991860210792665e-07
8.259356162082744e-10,8.773131578706152e-07
8.279349273894737e-10,9.601839246887763e-07
8.298927143147268e-10,1.048558983959784e-06
8.318631745440703e-10,1.143885736323135e-06
8.339100628650475e-10,1.248524931892873e-06
8.360909930318885e-10,1.365340450762784e-06
8.384291504251971e-10,1.496280715883408e-06
8.408883210620998e-10,1.640457901977287e-06
8.43404968919968e-10,1.79506811113439e-06
8.459460678049233e-10,1.958651591122333e-06
8.4840703105027e-10,2.12471222593191e-06
8.507066959637634e-10,2.287419825620799e-06
8.528862729424516e-10,2.449099384795891e-06
8.549800586422789e-10,2.612101126491583e-06
8.569926339102155e-10,2.776831823993743e-06
8.589220308200626e-10,2.943151176306525e-06
8.607692415787361e-10,3.111055034609355e-06
8.625402123197732e-10,3.280875112994364e-06
8.642474877063302e-10,3.453491519990238e-06
8.659117151865355e-10,3.630574485080545e-06
8.675642901310129e-10,3.81497699537002e-06
8.692549803995082e-10,4.011707840617001e-06
8.710370404243999e-10,4.22615590902293e-06
8.730429221850949e-10,4.472759120864913e-06
8.757156029977977e-10,4.802599614920014e-06
8.778894160529463e-10,5.064819091024705e-06
8.795684096457967e-10,5.260899724404994e-06
8.81212581199523e-10,5.447634644340532e-06
8.830710269424532e-10,5.650158205306558e-06
8.852346454146203e-10,5.869267267780337e-06
8.880852680388782e-10,6.11458978233998e-06
8.907276434979812e-10,6.262580724619907e-06
8.925847917743331e-10,6.286419373989119e-06
8.939908436561618e-10,6.248215902219491e-06
8.952481156949549e-10,6.172825600411493e-06
8.964941420282963e-10,6.059994767561351e-06
8.977638581862344e-10,5.908972015452397e-06
8.9912621567877e-10,5.713532568443218e-06
9.007458754940354e-10,5.446986260798745e-06
9.02632618248802e-10,5.102775163343254e-06
9.043225466350291e-10,4.774240166921034e-06
9.058009544077646e-10,4.472974474530486e-06
9.07245813549016e-10,4.16373785927332e-06
9.087372402458979e-10,3.829054096734157e-06
9.103027602673506e-10,3.46131216461254e-06
9.119570084399697e-10,3.055371550709357e-06
9.137173961857259e-10,2.6062155749637e-06
9.156011325801979e-10,2.111503486867242e-06
9.176191680705014e-10,1.576695465357367e-06
9.197695487871122e-10,1.02330089878746e-06
9.220263069082703e-10,5.018058391312267e-07
9.243262453704403e-10,1.044957213412601e-07
9.261364791992699e-10,-1.892727686401293e-08
9.275552522893122e-10,5.397407994374325e-08
9.287850356593259e-10,2.601202093750057e-07
9.299079808039104e-10,6.029779484047058e-07
9.309330544409662e-10,1.047344282913747e-06
9.319278389966376e-10,1.57966909986152e-06
9.329526564973701e-10,2.223661964861762e-06
9.340145291539968e-10,2.97128744999568e-06
9.351519891127861e-10,3.824429353750177e-06
9.364582366130365e-10,4.815013286240076e-06
9.382472036167801e-10,6.099180577392419e-06
9.396644737660527e-10,6.970645122068006e-06
9.410326992995983e-10,7.679220824136655e-06
9.423214572258463e-10,8.233802143470059e-06
9.435782490460718e-10,8.677858061316151e-06
9.448633184853453e-10,9.045423862103957e-06
9.462037203107816e-10,9.346011818408243e-06
9.476103486805656e-10,9.582107759104178e-06
9.490933704501422e-10,9.755791191182056e-06
9.506637875326237e-10,9.868400441227423e-06
9.523316019819757e-10,9.920226085738049e-06
9.541057142792405e-10,9.91098745932401e-06
9.559951511164489e-10,9.840386169911834e-06
9.580112600600563e-10,9.70854254665656e-06
9.601716152841827e-10,9.516188340145781e-06
9.625065733763792e-10,9.264290954429889e-06
9.650696576296955e-10,8.952750827326732e-06
9.679553308173894e-10,8.577830702757771e-06
9.71337644229862e-10,8.127198272122325e-06
9.755909849543265e-10,7.566252002620968e-06
9.820294576826126e-10,6.756340512883235e-06
9.880446597735962e-10,6.061069618111904e-06
9.932306472669029e-10,5.510001607411398e-06
9.966153236334515e-10,5.173491744904838e-06
1e-09,4.850929598503237e-06
1.000931839663352e-09,4.749826015714732e-06
1.001735800312765e-09,4.675262225873728e-06
1.002640826885283e-09,4.595244355831933e-06
1.004364002999988e-09,4.445709741581977e-06
1.007745693462585e-09,4.163023731676759e-06
1.01450907438778e-09,3.640049884515758e-06
1.020128927542755e-09,3.250252094173273e-06
1.025439206101503e-09,2.916374317159233e-06
1.030862213902889e-09,2.607334286639947e-06
1.036278293048252e-09,2.329266778396695e-06
1.041805509518747e-09,2.074758160312202e-06
1.04749476892438e-09,1.841207815111812e-06
1.053360199300608e-09,1.62796038549267e-06
1.059428052551827e-09,1.433919238574149e-06
1.065721900261378e-09,1.258176867713758e-06
1.072267472406795e-09,1.099818750799458e-06
1.079095145989132e-09,9.578820580302565e-07
1.086239100928433e-09,8.314081888662816e-07
1.093738130794413e-09,7.19443688704192e-07
1.101636566805863e-09,6.210421235668087e-07
1.109985440071815e-09,5.337335939244681e-07
1.118911604258305e-09,4.567043059611139e-07
1.1284377997008e-09,3.951248303642048e-07
1.137477577783262e-09,3.474431328583344e-07
1.148228256368566e-09,3.023956466761371e-07
