/M0/D X,/M0/D Y
0,1.09579364896209e-14
9.662651983695399e-13,5.632953564920764e-09
1.697857755577027e-12,5.297864893849832e-09
3.161042869992001e-12,4.597093897137227e-09
6.087413098821951e-12,3.402493165483617e-09
1.194015355648185e-11,1.678336674905904e-09
1.875673379994058e-11,4.690321946513355e-10
2.564720338056887e-11,-1.831621316069702e-10
3.316946020939788e-11,-5.112531085215397e-10
4.156327142981755e-11,-6.264485035265313e-10
5.124888905915261e-11,-6.093927499489172e-10
6.284200791635442e-11,-5.169962923657231e-10
7.723351533580689e-11,-3.916759807812631e-10
9.605898428136818e-11,-2.635866573472547e-10
1.232322254713551e-10,-1.488962927306092e-10
1.674482524633491e-10,-5.576194010058514e-11
2.184256919412009e-10,-1.123743534879723e-11
2.69527658814289e-10,-6.362623791901327e-12
3.245465962246309e-10,-9.031898200837341e-11
3.573494833080063e-10,-3.246128001255284e-10
3.899901424731316e-10,-8.663886665689661e-10
4.149435301092102e-10,-1.599509488314227e-09
4.336573381975336e-10,-2.319071424187485e-09
4.499857290919907e-10,-2.98837044311885e-09
4.653420515443475e-10,-3.507342578713143e-09
4.83643662900493e-10,-4.432230884265248e-09
4.970138517392174e-10,-5.071810120994251e-09
5.126541278805677e-10,-5.924965885391493e-09
5.236149899573452e-10,-6.777913189152344e-09
5.326846261503344e-10,-7.57134545591907e-09
5.417922167195674e-10,-8.528216047595491e-09
5.533417448926316e-10,-9.823082654139637e-09
5.661361320918756e-10,-1.110474669596852e-08
5.815656056763333e-10,-1.205859943136585e-08
5.943877073966216e-10,-1.250024647011234e-08
6.068853032662184e-10,-1.296041295528512e-08
6.241828953400754e-10,-1.364951938272279e-08
6.521232450236514e-10,-1.511210363947611e-08
6.662570538774607e-10,-1.633916432294998e-08
6.802261353002722e-10,-1.794637644656967e-08
6.931391227889835e-10,-1.980650221613554e-08
7.045688191323409e-10,-2.176415222199084e-08
7.152833520078208e-10,-2.375357438523737e-08
7.253190940067326e-10,-2.544232620975246e-08
7.347250307289454e-10,-2.618711374205169e-08
7.436726468172376e-10,-2.479579282387125e-08
7.522032167917601e-10,-1.922942523793038e-08
7.586507839112508e-10,-9.984971291903701e-09
7.638105137622779e-10,1.866618990371975e-09
7.683182314677938e-10,1.61329963486428e-08
7.724231729738077e-10,3.281888210654495e-08
7.762894361991106e-10,5.222084316116184e-08
7.799896606634859e-10,7.455774593903236e-08
7.835524277526371e-10,9.990974755523193e-08
7.870005050604189e-10,1.283426138809437e-07
7.903534202575395e-10,1.599252964704428e-07
7.936274185174409e-10,1.947392858988969e-07
7.968342471725198e-10,2.328713662497747e-07
7.999796741261122e-10,2.743897752588516e-07
8.030641923259e-10,3.142792046971678e-07
8.067497469410033e-10,3.727097199541473e-07
8.093603512552612e-10,4.215500210110288e-07
8.117506107437565e-10,4.692444704768734e-07
8.143772055823247e-10,5.267991973677441e-07
8.168832370295504e-10,5.87565409359516e-07
8.192971269233979e-10,6.525447216149616e-07
8.216129833692645e-10,7.220049650259695e-07
8.238072561085986e-10,7.954555870347942e-07
8.258928109753492e-10,8.731510591200356e-07
8.278953766833755e-10,9.555133316894858e-07
8.298543282110108e-10,1.043302117919883e-06
8.318233726537661e-10,1.137957292732786e-06
8.338659256147254e-10,1.24181347180679e-06
8.360376329362556e-10,1.357593266239855e-06
8.383569064570097e-10,1.486922343360705e-06
8.407913426474373e-10,1.629088865917086e-06
8.432763933251872e-10,1.781219020762176e-06
8.457763708255881e-10,1.941630987529669e-06
8.481303747298294e-10,2.099887095161332e-06
8.503090604592203e-10,2.253207761204682e-06
8.523701427061147e-10,2.404942134282749e-06
8.543432116395876e-10,2.557027201203129e-06
8.562326041822129e-10,2.709740001381035e-06
8.58039977609798e-10,2.863131217536864e-06
8.597700613338976e-10,3.017463136221079e-06
8.614317760507906e-10,3.173348928187024e-06
8.630399056416318e-10,3.331972220390672e-06
8.646170187382589e-10,3.495377332910486e-06
8.661972285306886e-10,3.666999021664094e-06
8.678367324552019e-10,3.853011386494299e-06
8.695515020590944e-10,4.055113687966892e-06
8.713635061199953e-10,4.274758735008761e-06
8.73441674155233e-10,4.530260601977166e-06
8.753397322958687e-10,4.762840737055672e-06
8.769437482266289e-10,4.956238414221528e-06
8.785042977894751e-10,5.141105840787026e-06
8.801908878114899e-10,5.336559090596752e-06
8.820053427084827e-10,5.540336387811371e-06
8.839675140861162e-10,5.750675537353881e-06
8.862645185262214e-10,5.977719970526958e-06
8.89099162317039e-10,6.211106202035615e-06
8.907377484157615e-10,6.301759633102217e-06
8.923220165954982e-10,6.349150937908536e-06
8.937663337835915e-10,6.347691455269552e-06
8.950561494995071e-10,6.303493547684901e-06
8.963035747510103e-10,6.221493048566713e-06
8.975514010681359e-10,6.102215672098811e-06
8.987972792587906e-10,5.949726055530985e-06
9.000426183603368e-10,5.769742427665649e-06
9.013571133556046e-10,5.556431152871986e-06
9.028837558215893e-10,5.285408346793505e-06
9.044848791450445e-10,4.981045780554923e-06
9.059880990487204e-10,4.680808962081671e-06
9.07444497730534e-10,4.376580392205233e-06
9.088919255808543e-10,4.06084275986311e-06
9.103332213011035e-10,3.73340735876372e-06
9.118116480176224e-10,3.38435871604107e-06
9.133625783937546e-10,3.005223363120706e-06
9.15004048741986e-10,2.592607668402363e-06
9.167468605308076e-10,2.147672061258256e-06
9.185983558720645e-10,1.678139168359233e-06
9.205569258165273e-10,1.204568445848071e-06
9.226021389515486e-10,7.697480059465356e-07
9.246850717628928e-10,4.464201612855736e-07
9.264411275372779e-10,3.463197479599909e-07
9.2785940698085e-10,4.364839342242981e-07
9.290857600773131e-10,6.642172867446172e-07
9.302032268956463e-10,1.018173261215487e-06
9.31242566276422e-10,1.465353002866431e-06
9.322740454718257e-10,2.015327236036868e-06
9.333223119657986e-10,2.670179793234335e-06
9.344093415207511e-10,3.42468839865328e-06
9.35587631467002e-10,4.287327326940353e-06
9.369712624288589e-10,5.299401706152298e-06
9.39040257896659e-10,6.70109527629535e-06
9.409745415072236e-10,7.764445692342211e-06
9.423453999384089e-10,8.327234999751146e-06
9.435699048559851e-10,8.747923306042055e-06
9.448534580657279e-10,9.115971910163417e-06
9.462120780344587e-10,9.422107258957584e-06
9.476321743972267e-10,9.659761144900566e-06
9.491226703698761e-10,9.832364875877451e-06
9.506992472349354e-10,9.942680348497185e-06
9.523733344084604e-10,9.991118776256063e-06
9.541536932205694e-10,9.97740163395073e-06
9.560497351994051e-10,9.901392461615309e-06
9.580739651172441e-10,9.763410010419074e-06
9.602458247136716e-10,9.564337262288164e-06
9.625985368978691e-10,9.305155648580091e-06
9.651901218082497e-10,8.985502709276587e-06
9.681226657226659e-10,8.60089461863992e-06
9.715858728478308e-10,8.137244426025291e-06
9.760009234101634e-10,7.554671628659097e-06
9.823036219272692e-10,6.764191021948108e-06
9.88160533562246e-10,6.088954665114666e-06
9.933000847606379e-10,5.543140908367235e-06
9.96650042380319e-10,5.210354034661878e-06
1e-09,4.891564214558486e-06
1.000929785543679e-09,4.790642455768592e-06
1.001730661340587e-09,4.716570301205955e-06
1.002630499086035e-09,4.637171504888246e-06
1.004348015500465e-09,4.488456125826608e-06
1.007726737251003e-09,4.206776480008222e-06
1.014484180752078e-09,3.686206402565895e-06
1.020104874168093e-09,3.298292972099662e-06
1.025418463807125e-09,2.966331378967605e-06
1.030845550630547e-09,2.659476782622475e-06
1.036266679752754e-09,2.383738558322903e-06
1.041800130260358e-09,2.131703530454549e-06
1.047497038202825e-09,1.900750354020618e-06
1.053371880584116e-09,1.690185119503479e-06
1.059451272848425e-09,1.489631861192149e-06
1.065957637154196e-09,1.308238541961832e-06
1.072181253482352e-09,1.166051254204035e-06
1.078053908825896e-09,1.046554629033971e-06
1.085126680545914e-09,9.22513865909507e-07
1.092604707265863e-09,8.11869985461312e-07
1.100490263479063e-09,7.101437939443904e-07
1.109035650021594e-09,6.237288435099384e-07
1.11722714379874e-09,5.57998565207602e-07
1.125946383136937e-09,5.001704024853993e-07
1.135932922605647e-09,4.475070993136669e-07
1.146701096332391e-09,4.03642237060089e-07
1.158375545099708e-09,3.677271600964505e-07
1.171098642147642e-09,3.380377402685946e-07
1.185138850189402e-09,3.169725996536656e-07
1.199327463106215e-09,3.032560228247336e-07
1.215923606153733e-09,2.920348380977797e-07
1.23551498631672e-09,2.839609331408327e-07
1.258003555729837e-09,2.805417266282458e-07
1.283236548008592e-09,2.805860654782104e-07
1.313031479184607e-09,2.834283997972682e-07
1.349227113438134e-09,2.888328625325729e-07
1.394971029410549e-09,2.969983990501954e-07
1.455758459227854e-09,3.08854653882555e-07
1.542633172111962e-09,3.269837844387616e-07
1.682838552423544e-09,3.590372123594606e-07
1.963249313046709e-09,4.351788298244611e-07
2.489869132783133e-09,6.333712093579271e-07
3.182720366291575e-09,1.050737402487343e-06
3.920677619892505e-09,1.799498731668511e-06
4.590922853105843e-09,2.900999666008602e-06
